nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,vl_latitude,vl_longitude,pk_localizacao
RUA DAS ZINEAS,3943,95555000,CAPAO NOVO,CAPAO DA CANOA,RS,"-29,755588","-50,042204",5296
RUA SALTO VELOSO,151,89227160,IRIRIU,JOINVILLE,SC,"-26,2737453","-48,8283759",5298
RUA QUINTILIANO FERNANDES VIVEIROS,SN,45465000,CENTRO,TEOLANDIA,BA,"-13,5900904","-39,4843477",5300
RUA JOSE FELICIANO,121,55555000,SETE DE SETEMBRO,XEXEU,PE,"-8,7946628","-35,6260866",5302
RUA ESMERALDA RONDAN,51,12232280,JARDIM MADUREIRA,SAO JOSE DOS CAMPOS,SP,"-23,2551247","-45,8837264",5304
AVENIDA G,38,69095760,CIDADE NOVA,MANAUS,AM,"-3,024566","-59,9809952",5306
VIA LOCAL A,77,33600000,QUINTA DAS PALMEIRAS,PEDRO LEOPOLDO,MG,"-19,6200035","-44,0405189",5308
RUA FLORIANO PEIXOTO,SN,57535000,CENTRO,CARNEIROS,AL,"-9,4861748","-37,3750963",5310
RUA GENERAL FLORES,290,01129010,BOM RETIRO,SAO PAULO,SP,"-23,5237763","-46,6422996",5312
RUA DO MERCADO,7,42800050,CENTRO,CAMACARI,BA,"-12,698315","-38,3250811",5315
RUA SAO SALVADOR,168,52020200,ESPINHEIRO,RECIFE,PE,"-8,0490038","-34,8953876",5318
RUA BENEDITA MARIA DE FREIT,281,07600000,JARDIM FERNAO DIAS,MAIRIPORA,SP,"-23,3179561","-46,5885175",5320
RUA VEREADOR ADOLFO NIMTZ,222,13165000,JARDIM AMERICA,ENGENHEIRO COELHO,SP,"-22,4893927","-47,2130215",5322
AVENIDA PAULISTA,1499,01311200,BELA VISTA,SAO PAULO,SP,"-23,5623685","-46,6558728",5325
RUA DA AZPA,49,67033020,AGUAS BRANCAS,ANANINDEUA,PA,"-1,366826","-48,3721754",5327
RUA SOUZA NAVES,949,87702220,JARDIM SAO CRISTOVAO,PARANAVAI,PR,"-23,0751079","-52,4649687",5329
RUA SACERDOTE MELQUISEDEQUE,2,06145091,JARDIM CONCEICAO,OSASCO,SP,"-23,5328814","-46,7920029",5331
RUA DOUTOR CARLOS DE CAMPOS,411,17360000,CENTRO,TORRINHA,SP,"-22,4270248","-48,1701576",5334
AVENIDA GERTULIO VARGAS,2929,76868000,CENTRO,MACHADINHO D OESTE,RO,"-9,4249087","-62,0021686",5336
RUA TENENTE FORTUNATO,161A,36770038,CENTRO,CATAGUASES,MG,"-21,3911956","-42,693196",5338
RUA GENERAL SAMPAIO,1206,97541260,CENTRO,ALEGRETE,RS,"-29,784683","-55,793985",5340
RUA FRANCISCO GLICERIO,290,60711055,MARAPONGA,FORTALEZA,CE,"-3,7972777","-38,5635515",5342
RUA 30,SN,72814680,SETOR MANDU II,LUZIANIA,GO,"-16,1426946","-47,9437857",5344
RUA NENA DE ABREU,SN,65272000,CENTRO,SANTA LUZIA DO PARUA,MA,"-2,5410405","-45,7748525",5346
RUA BELEM,3154,85770000,CENTRO,REALEZA,PR,"-25,7725894","-53,5334767",5348
RUA MUNICIPAL,136,89300000,RIO DOS BANHADOS,MAFRA,SC,"-26,1117326","-49,8065079",5350
RUA JULIO MENDES,787,64049320,FATIMA,TERESINA,PI,"-5,0717099","-42,7935805",5352
SDS BLOCO O,,70393905,ASA SUL,BRASILIA,DF,"-15,7941454","-47,8825479",5353
RUA DO CHA,151,13454183,JARDIM PEROLA,SANTA BARBARA D OESTE,SP,"-22,7410855","-47,3675505",5355
AVENIDA CORONEL JOSE SOARES MARCONDES,1104,19010080,BOSQUE,PRESIDENTE PRUDENTE,SP,"-22,1209242","-51,3878305",5357
RODOVIA BR 285,,99042800,VALINHOS,PASSO FUNDO,RS,"-28,2369065","-52,3741027",5359
RUA GETULIO VARGAS,226,65110000,SAO RAIMUNDO,SAO JOSE DE RIBAMAR,MA,"-2,5566914","-44,0700807",5362
AVENIDA LUIZ GONZAGA,678,42805000,PHOC II,CAMACARI,BA,"-12,7070737","-38,3333363",5364
RUA CUNHA MOREIRA,162,11015147,ENCRUZILHADA,SANTOS,SP,"-23,9546724","-46,3287734",5366
AVENIDA JURACY MAGALHAES JUNIOR,41B,41940060,RIO VERMELHO,SALVADOR,BA,"-13,0087032","-38,4884038",5368
RUA IRLANDA,728,74330290,JARDIM EUROPA,GOIANIA,GO,"-16,721381","-49,308273",5370
AVENIDA TEREZA PALMEIRA GALLON,152,14040600,JARDIM ITAU,RIBEIRAO PRETO,SP,"-21,1803382","-47,8619195",5372
AVENIDA MINISTRO CIRNE LIMA,692,85902400,JARDIM PANCERA,TOLEDO,PR,"-24,7283909","-53,7596934",5374
RUA DA,,48730000,BANDIACU,CONCEICAO DO COITE,BA,"-11,5613674","-39,286099",5376
RUA DOM M DA RESSURREICAO,133,04134030,VILA GUMERCINDO,SAO PAULO,SP,"-23,6058803","-46,6258106",5378
RUA PERU,19,69050500,PARQUE DEZ,MANAUS,AM,"-3,0896043","-60,0186197",5380
RUA ALVES,SN,75830000,TANINHO,MINEIROS,GO,"-17,5813418","-52,566228",5382
CONDOMINIO VIVENDAS NOVA PETROPOLIS,,73007998,SOBRADINHO,BRASILIA,DF,"-15,801519","-47,860297",5384
TRAVESSA JOAQUIM F DA SILVA,SN,36150000,CENTRO,RIO NOVO,MG,"-21,4789607","-43,125621",5386
RUA TIRADENTES,139,56130000,CENTRO,CEDRO,PE,"-7,7200082","-39,2361858",5389
RUA BASILIO PIGNATON,SN,29198321,PRAIA DO SAUE,ARACRUZ,ES,"-19,8189319","-40,2738888",5392
TRAVESSA BOM JESUS,515,68580000,NOVO,ITUPIRANGA,PA,"-5,1734646","-49,3656303",5394
RUA SIQUEIRA CAMPOS,976,45202000,JOAQUIM ROMAO,JEQUIE,BA,"-13,8525882","-40,0925909",5396
RUA LUIZ BANHI,,13279050,VALE VERDE,VALINHOS,SP,"-23,0152201","-47,0291229",5397
AVENIDA CASTELO BRANCO,2220,75801150,VILA SOFIA,JATAI,GO,"-17,8928274","-51,7151381",5399
SITIO SAO BENEDITO,SN,14900000,BREJAO,ITAPOLIS,SP,"-21,5950536","-48,8163705",5401
RUA CONSELHEIRO PARANHOS,6,44200000,CENTRO,SANTO AMARO,BA,"-12,548034","-38,7082797",5403
RUA PEDRO BATISTA MENEZES,284,11723180,VILA ISABEL,PRAIA GRANDE,SP,"-24,0033087","-46,4436941",5405
RUA SANTA CATARINA,34,37550000,SAO CAMILO,POUSO ALEGRE,MG,"-22,2326881","-45,9309603",5407
RUA CONSELHEIRO RIBAS,162,05093060,VILA ANASTACIO,SAO PAULO,SP,"-23,5155251","-46,719345",5409
RUA LUCILIO DE ALBUQUERQUE,10,31842460,TUPI,BELO HORIZONTE,MG,"-19,8371387","-43,9200885",5411
RUA MARANHAO,1495,30150331,FUNCIONARIOS,BELO HORIZONTE,MG,"-19,9349544","-43,9263112",5413
RUA DOUTOR ENEAS GUIMARAES FRANCA,214A,36700000,NOVA LEOPOLDINA,LEOPOLDINA,MG,"-21,5270256","-42,6490391",5415
AVENIDA SAO JOAO BATISTA,268,09635000,VILA HELENA,SAO BERNARDO DO CAMPO,SP,"-23,6517673","-46,5710112",5417
RODOVIA DO CAQUI,SN,83430000,ARACATUBA,CAMPINA GRANDE DO SUL,PR,"-25,3296988","-49,0783115",5419
RUA DRAUSIO MARCONDES DE SOUZA,39,13051165,JARDIM SAO JOSE,CAMPINAS,SP,"-22,9631171","-47,0957021",5421
RUA JAIR DE MELLO VIANA,161,04815090,INTERLAGOS,SAO PAULO,SP,"-23,7068435","-46,6914733",5423
RUA SAO MARCOS,,48485000,LUIZ E MAGALHAES,SATIRO DIAS,BA,"-11,5933669","-38,5941731",5425
RUA LEONILDA SIBILA NADOLNY,510,83413700,MAUA,COLOMBO,PR,"-25,3884795","-49,1640552",5427
DF 425,,73070043,SOBRADINHO,BRASILIA,DF,"-15,801519","-47,860297",5429
RUA RUI BARBOSA,288,45600220,CENTRO,ITABUNA,BA,"-14,7918476","-39,2761125",5431
RUA QUINTINO BOCAIUVA,82,39480000,CENTRO,JANUARIA,MG,"-15,4806094","-44,3642956",5433
RODOVIA SP 101,,13190000,PARQUE ATERRADO,MONTE MOR,SP,"-22,9451389","-47,2855479",5435
AVENIDA HORACIO LAFER,183,04538080,ITAIM BIBI,SAO PAULO,SP,"-23,5872893","-46,6811972",5437
AVENIDA NEREU RAMOS,388,88380000,CENTRO,BALNEARIO PICARRAS,SC,"-26,7580112","-48,6754187",5439
RUA CLAUDIO ANTONIO,85B,31250040,APARECIDA,BELO HORIZONTE,MG,"-19,89294","-43,9623719",5441
AVENIDA INDEPENDENCIA,1539,98300970,CENTRO,PALMEIRA DAS MISSOES,RS,"-27,9033857","-53,3114834",5443
RUA DOUTOR EURICO DE AGUIAR,600,29055280,SANTA LUCIA,VITORIA,ES,"-20,305767","-40,2983051",5445
AVENIDA TROPICAL,1975,32070380,TROPICAL,CONTAGEM,MG,"-19,9264244","-44,1210459",5447
RUA LEALDO FERREIRA DE MELO,4,49030500,FAROLANDIA,ARACAJU,SE,"-10,9727766","-37,0678047",5449
RUA BENJAMIN CONSTANT,505,89031200,ASILO,BLUMENAU,SC,"-26,8911685","-49,0979384",5451
RUA IARA,219,25525410,SAO MATEUS,SAO JOAO DE MERITI,RJ,"-22,7946582","-43,3899418",5453
AVENIDA VITORIA,1230,29027080,JUCUTUQUARA,VITORIA,ES,"-20,3142756","-40,3217836",5455
TRAVESSA NOVE DE JANEIRO,210,66060370,FATIMA,BELEM,PA,"-1,4414638","-48,4762502",5457
PRACA 20 DE SETEMBRO,,18400230,CENTRO,ITAPEVA,SP,"-23,9873271","-48,8808183",5459
RUA MINAS DA PRATA,30,04552080,ITAIM BIBI,SAO PAULO,SP,"-23,590938","-46,6850815",5461
AVENIDA LEONARDO VILLAS BOAS,2490,18608227,VILA NOVA BOTUCATU,BOTUCATU,SP,"-22,8659271","-48,4511518",5463
ALTO DA SERRA DE SO DOMINGOS,3000,37701512,POCOS DE CALDAS,POCOS DE CALDAS,MG,"-21,768669","-46,5644882",5465
RUA MONSENHOR JOSE AUGUSTO,204,36205018,SAO JOSE,BARBACENA,MG,"-21,2275348","-43,7680758",5467
RUA DOUTOR CLAUDINO DOS SANTOS,SN,85550000,CENTRO,CORONEL VIVIDA,PR,"-25,9824352","-52,5681628",5469
AVENIDA CONDE RIBEIRO DO VALLE,799,37800000,CENTRO,GUAXUPE,MG,"-21,304702","-46,7058418",5472
RUA BELA VISTA,1696,79812090,JARDIM AGUA BOA,DOURADOS,MS,"-22,2479232","-54,8073284",5474
AVENIDA VASCO NETO,192,45545000,CENTRO,UBAITABA,BA,"-14,3047572","-39,3232443",5476
RUA AVIADOR JOAO PAULO II,2560,68702013,CENTRO,CAPANEMA,PA,"-1,2056483","-47,178192",5478
ALAMEDA MAMORE,911,06454040,ALPHAVILLE,BARUERI,SP,"-23,4931862","-46,8519862",5480
RUA PEDRO DE GASPERI,260,14140000,JARDIM PAULISTA,CRAVINHOS,SP,"-21,3445904","-47,7310401",5482
RUA M,8,13505120,CERVEZAO,RIO CLARO,SP,"-22,3802763","-47,5651953",5484
RUA PORTUGAL,351,80510280,SAO FRANCISCO,CURITIBA,PR,"-25,4224678","-49,2772908",5486
AVENIDA OLINTO DEMARCHI,260,09660006,JARDIM BORBOREMA,SAO BERNARDO DO CAMPO,SP,"-23,654909","-46,595668",5488
ESTRADA DA BARROCADA,5,02286000,SITIO BARROCADA,SAO PAULO,SP,"-23,3942561","-46,5673743",5490
RUA ANA ESPINOLA NAVARRO,194,58080020,ERNANI SATIRO,JOAO PESSOA,PB,"-7,1698349","-34,889594",5492
RUA M,2,13505050,JARDIM FLORIDIANA,RIO CLARO,SP,"-22,3853405","-47,5603637",5494
ESTRADA CHACARA SANTO ANTONIO,SN,16200970,BAIXOTE,BIRIGUI,SP,"-21,2915055","-50,3436312",5495
RUA OROBO,125,05466030,ALTO DE PINHEIROS,SAO PAULO,SP,"-23,5538576","-46,7177886",5497
SITIO ESTRELA DO SUL II,SN,19930000,AGUA DO MATAO,RIBEIRAO DO SUL,SP,"-22,7849852","-49,9312702",5499
RUA DOS JARDINEIROS,81,04716080,CHACARA SAO LUIS,SAO PAULO,SP,"-23,635831","-46,7082339",5501
FAZENDA BARBOSA,SN,12500970,RIO ACIMA,GUARATINGUETA,SP,"-22,8080266","-45,1942201",5503
RUA ELVIRA MIANO,80,13260000,CENTRO,MORUNGABA,SP,"-22,8795818","-46,7938194",5505
RUA JOSE ANTONIO MOURAO,1498,79760000,CENTRO,BATAYPORA,MS,"-22,2951897","-53,2715408",5507
RUA OSVALDO ARANHA,400,95995970,CENTRO,ARVOREZINHA,RS,"-28,868095","-52,1828133",5509
RUA SERRA LEOA,435,37706186,PARQUE DAS NACOES,POCOS DE CALDAS,MG,"-21,8492149","-46,5646248",5511
AVENIDA CONTORNO,3,46800000,JARDIM DO CEDRO,RUY BARBOSA,BA,"-12,2861427","-40,4977369",5512
AVENIDA MARECHAL FLORIANO PEIXOTO,51,11060301,GONZAGA,SANTOS,SP,"-23,9674991","-46,3346701",5513
AVENIDA LUIZ CARIACICA DOS SANTOS,1050,29197562,BARRA DO RIACHO,ARACRUZ,ES,"-19,8189319","-40,2738888",5515
RUA GENERAL FERNANDO VASCONCELLOS CAVALCANTI ALBUQUERQUE,1250,06711020,BOSQUE DO VIANNA,COTIA,SP,"-23,6019057","-46,8329317",5517
ALAMEDA JAIME FORTE,221,08673180,JARDIM IMPERADOR,SUZANO,SP,"-23,5337857","-46,31621",5519
PRACA DO SANTUARIO,374,75388730,CENTRO,TRINDADE,GO,"-16,660325","-49,485325",5521
LOCALIDADE LINHA CORONEL BRITO,SN,95800000,BAIRRO,VENANCIO AIRES,RS,"-29,6124941","-52,1726505",5523
RUA DOUTOR BALEEIRO,276,30750040,JARDIM MONTANHES,BELO HORIZONTE,MG,"-19,9072826","-43,9819609",5525
RUA FLORENCIO YGARTUA,131,90430010,MOINHOS DE VENTO,PORTO ALEGRE,RS,"-30,0279358","-51,2034048",5527
RUA RAUL SOARES,206,35300020,CENTRO,CARATINGA,MG,"-19,7889885","-42,1438575",5529
RUA MONTEIRO LOBATO,491,18120000,CENTRO,MAIRINQUE,SP,"-23,5477094","-47,1834927",5531
RUA E,11,61605600,PARQUE ARATURI,CAUCAIA,CE,"-3,7723208","-38,6598898",5533
RUA PEDRO ZANGRANDE,989,29164020,JARDIM LIMOEIRO,SERRA,ES,"-20,2184593","-40,2669696",5534
AVENIDA AMALIA SALDANHA,101,65041790,COROADINHO,SAO LUIS,MA,"-2,5664774","-44,2624328",5536
RUA RUY BARBOSA,1904,69151260,CENTRO,PARINTINS,AM,"-2,6283475","-56,7364711",5538
RUA MARIO NAPOLEAO ARCOVERDE,93,56510230,SAO MIGUEL,ARCOVERDE,PE,"-8,4224826","-37,0532236",5540
CONDOMINIO PRIVE LUCENA RORIZ,30,72268000,CEILANDIA NORTE CEILANDIA,BRASILIA,DF,"-15,801519","-47,860297",5542
RUA ANTONIO PRADO,1318,14795000,CENTRO,COLOMBIA,SP,"-20,1816234","-48,6894339",5544
AVENIDA VALDEMAR FERREIRA,93,05501000,BUTANTA,SAO PAULO,SP,"-23,5715502","-46,7054481",5546
AVENIDA MAESTRO JOAO BATISTA DE QUEIROZ,55,46165000,CENTRO,DOM BASILIO,BA,"-13,7722164","-41,788843",5549
RUA SETE DE SETEMBRO,1126,90010191,CENTRO HISTORICO,PORTO ALEGRE,RS,"-30,0285833","-51,2294981",5551
ESTRADA MUNICIPAL PALMEIRAS MORRO CAVADO,,14620000,RURAL,ORLANDIA,SP,"-20,7175404","-47,8858187",5554
AVENIDA RUI BARBOSA,1000,06311000,CENTRO,CARAPICUIBA,SP,"-23,5199399","-46,8396054",5556
RUA CAPITAO NECO,841,12701350,CENTRO,CRUZEIRO,SP,"-22,5737846","-44,9651797",5558
RUA ANTONIO GOMES AMORIM,386,18702240,VILA MARTINS II,AVARE,SP,"-23,1107119","-48,9090658",5560
ESTRADA MUNICIPAL VALPARAISO BENTO DE ABREU APOS O CAMPO DE AVIACAO,SN,16880000,CAMPO DE AVIACAO,VALPARAISO,SP,"-21,2294354","-50,8593077",5562
SITIO SANTA EULALIA,SN,15420000,GLORIA,GUARACI,SP,"-20,4991429","-48,9455205",5564
RUA AMPELIO CARLOTTO,65,95185000,CENTRO,CARLOS BARBOSA,RS,"-29,2973998","-51,499705",5566
RUA CIPRIANO BARATA,2923,04205000,IPIRANGA,SAO PAULO,SP,"-23,5956843","-46,6045332",5568
RUA GETULIO VARGAS,44,83880000,CENTRO,RIO NEGRO,PR,"-26,1070304","-49,8018695",5570
RUA DAS CAMELIAS,579,18240000,JARDIM ELISA VOLPE,ANGATUBA,SP,"-23,4957101","-48,4041836",5572
AVENIDA TALMA RODRIGUES RIBEIRO,SN,29172630,CASTELANDIA,SERRA,ES,"-20,1677839","-40,2053258",5574
RUA ANGELINA MARIA DA SILVA,491,87062015,JARDIM SAO CLEMENTE,MARINGA,PR,"-23,4645844","-51,9554424",5576
RUA DOUTOR PERGENTINO MAIA,441,60840045,MESSEJANA,FORTALEZA,CE,"-3,8310082","-38,4910903",5578
RUA MAJOR CARLOS BITTENCOURT,109,12620000,VILA SAO JOSE,PIQUETE,SP,"-22,605972","-45,1868285",5580
RUA OSCAR BESSA,188,62370000,CIDADE NOVA,SAO BENEDITO,CE,"-4,0449071","-40,8651372",5582
TRECHO ESPANHA,179,13416480,JARDIM EUROPA,PIRACICABA,SP,"-22,7193504","-47,6447544",5583
RUA LANDRI SALES,2275,59108180,POTENGI,NATAL,RN,"-5,7633543","-35,2641821",5585
RUA 21,SN,69301970,DOUTOR SILVIO BOTELHO,BOA VISTA,RR,"2,8102162","-60,7336736",5586
RUA FLORIANO PEIXOTO,575,65975000,CENTRO,ESTREITO,MA,"-5,783333","-43,25",5589
AVENIDA CELSO MAZUTI,6491,76980000,PARQUE SAO PAULO,VILHENA,RO,"-12,7494197","-60,1077038",5591
RUA FIRMINO GUIMARAES OOO,,68170000,MARACANA,JURUTI,PA,"-2,1532974","-56,0872325",5593
RUA MARECHAL DEODORO,252,80010010,CENTRO,CURITIBA,PR,"-25,4318216","-49,2697464",5595
RUA ELEONORA FARIA COSTA DA SILVA,333,81110290,CAPAO RASO,CURITIBA,PR,"-25,5018953","-49,2845903",5597
RUA PEDRO JOSE FILHO,868,59695000,CENTRO,BARAUNA,RN,"-5,0705761","-37,6173484",5599
RUA CAPITAO MANOEL PINHEIRO,10,78138470,JARDIM MARAJOARA,VARZEA GRANDE,MT,"-15,646248","-56,1327131",5601
RUA LEOCLIDES GAVA,6,29905580,BOA VISTA,LINHARES,ES,"-19,3617355","-40,0480995",5603
RUA DA LIBERDADE,18,78030268,VERDAO,CUIABA,MT,"-15,6046801","-56,1167406",5605
RUA JOAQUIM GOMES LIMA,275,35995000,CENTRO,SAO DOMINGOS DO PRATA,MG,"-19,867924","-42,9684305",5607
RUA 15 DE NOVEMBRO,76,13880000,CENTRO,VARGEM GRANDE DO SUL,SP,"-21,8318653","-46,8932824",5609
RUA OCTAVIO CASTAGNACCI,37,12490000,,SAO BENTO DO SAPUCAI,SP,"-22,6959367","-45,736304",5611
RUA PADRE PIRES,188,84500000,COLINA NOSSA SENHORA DAS GRACAS,IRATI,PR,"-25,4586023","-50,6440246",5613
RUA SANTA LUZIA,573,06754000,CENTRO,TABOAO DA SERRA,SP,"-23,6060067","-46,7544247",5614
AVENIDA CORONEL MANOEL NUNES,499,29162010,JARDIM TROPICAL,SERRA,ES,"-20,2039803","-40,2722275",5616
AVENIDA GUARDA MOR LOBO VIANA,2,11600971,CENTRO,SAO SEBASTIAO,SP,"-23,8036341","-45,4034423",5618
RUA SAO GERALDO,70,05004030,PERDIZES,SAO PAULO,SP,"-23,5330231","-46,6656956",5620
RUA SERRA GERAL,635,35164236,JARDIM PANORAMA,IPATINGA,MG,"-19,4661745","-42,5383268",5621
AVENIDA DOUTOR MANOEL PALOMINO FERNANDES,567,14770000,CENTRO,COLINA,SP,"-20,715811","-48,5371692",5623
RUA BRASILIA,1953,76804206,SANTA BARBARA,PORTO VELHO,RO,"-8,7638041","-63,8958089",5624
AVENIDA BALTAZAR DE OLIVEIRA GARCIA,2473,91150001,RUBEM BERTA,PORTO ALEGRE,RS,"-30,014936","-51,1208453",5626
RUA ANTONIO QUNTINO PIRES,14,88380000,CENTRO,BALNEARIO PICARRAS,SC,"-26,769132","-48,6669185",5628
RUA PERDIZ,11,73813784,PARQUE LAGO,FORMOSA,GO,"-15,5369723","-47,3357273",5630
RUA FUNDADOR MANOEL ANDRE CORREIA DOS SANTOS,45,57309760,MASSARANDUBA,ARAPIRACA,AL,"-9,7516401","-36,6604257",5632
RUA ARNALDO VICTALIANO,881,14091220,JARDIM PALMA TRAVASSOS,RIBEIRAO PRETO,SP,"-21,1912434","-47,787141",5634
RUA SEBASTIAO CARNEIRO,411,01543020,ACLIMACAO,SAO PAULO,SP,"-23,5764928","-46,6269495",5635
RUA FERREIRA,45,31930650,EYMARD,BELO HORIZONTE,MG,"-19,8636567","-43,9157177",5637
RUA MARIO TOTTA,550,95590000,LITORAL,TRAMANDAI,RS,"-30,0117693","-50,1578817",5639
RUA RIO GRANDE DO SUL,762,78643000,SETOR B,QUERENCIA,MT,"-12,5943487","-52,2077548",5641
QN 309 CONJUNTO 7,,72305707,SAMAMBAIA SUL SAMAMBAIA,BRASILIA,DF,"-15,801519","-47,860297",5642
AVENIDA ANITA GARIBALDI,1121,80540180,AHU,CURITIBA,PR,"-25,4020282","-49,2589693",5644
RUA LINDRONILIA NOGUEIRA GAMA,23,29109530,SANTOS DUMONT,VILA VELHA,ES,"-20,3550689","-40,3189675",5646
RUA MENINO DEUS,399,95780000,FERROVIARIO,MONTENEGRO,RS,"-29,6849726","-51,4529254",5647
RUA CONEGO DE CASTRO,5735,60763003,PARQUE SANTA ROSA,FORTALEZA,CE,"-3,8137331","-38,5983433",5649
RUA DO CABRAL,137,04728210,JARDIM CARAVELAS,SAO PAULO,SP,"-23,6368756","-46,7148663",5651
ESTRADA FRANCISCO DA CRUZ NUNES,8585,24350310,ITAIPU,NITEROI,RJ,"-22,9416526","-43,0388908",5653
AVENIDA JOAO PAULO I,515,88400000,SANTO ANTONIO,ITUPORANGA,SC,"-27,4050547","-49,5985425",5655
RUA SAO PAULO,207,92500000,PARQUE 35,GUAIBA,RS,"-30,1082746","-51,3264797",5657
AVENIDA FREI ANTONIO ZIMMERMANN,1980,15130000,JARDIM ALVORADA,MIRASSOL,SP,"-20,8205017","-49,4952438",5659
RUAESTRADA DA LUZ,2285,54080000,SANTO ALEIXO,JABOATAO DOS GUARARAPES,PE,"-8,0985594","-35,020613",5661
RUA BELA VISTA,123,58600000,SAO JOSE,SANTA LUZIA,PB,"-6,8672058","-36,9209562",5663
AVENIDA BRASIL,1095,35162082,IGUACU,IPATINGA,MG,"-19,472659","-42,5574979",5665
RUA VINTE E TRES,8,78099115,PEDRA 90,CUIABA,MT,"-15,635355","-55,9540764",5667
AVENIDA GETULIO VARGAS,1566,35680037,CENTRO,ITAUNA,MG,"-20,082966","-44,578569",5669
RUA FELIPE SCHMIDT,515,88010001,CENTRO,FLORIANOPOLIS,SC,"-27,5951703","-48,5546617",5671
RUA SAMAMBAIACU,381,08220090,CIDADE ANTONIO ESTEVAO DE CARVALHO,SAO PAULO,SP,"-23,5416949","-46,4759819",5672
AVENIDA ANGELO CHAVES,150,73801290,CENTRO,FORMOSA,GO,"-15,545217","-47,3354045",5674
AVENIDA RAIMUNDO BARROS,1,65936000,VILA JOAO ALBERTO,MONTES ALTOS,MA,"-5,8319709","-47,067754",5676
RUA JERONIMO RIBEIRO,81,29304632,AMARELO,CACHOEIRO DE ITAPEMIRIM,ES,"-20,8539988","-41,1103283",5677
RUA OTAVIO DUTRA,SN,78685000,JADIM URANIA I,ARAGUAIANA,MT,"-15,729828","-51,8238515",5679
RUA DOS BANDEIRANTES,461,13610639,VILA BANCARIA,LEME,SP,"-22,1948851","-47,3880464",5680
AVENIDA SAO MIGUEL,2104,03620001,VILA MARIETA,SAO PAULO,SP,"-23,5121041","-46,5107718",5681
AVENIDA COMENDADOR COSTA,91,37470000,CENTRO,SAO LOURENCO,MG,"-22,1143948","-45,0518916",5682
RUA SENADOR TEODORO PACHECO,1174,64001060,CENTRO,TERESINA,PI,"-5,0919539","-42,8140779",5684
RUA 3 DE OUTUBRO,42,85904180,VILA INDUSTRIAL,TOLEDO,PR,"-24,7205905","-53,7443575",5686
RUA ALVARO COELHO,2,19470000,CENTRO,PRESIDENTE EPITACIO,SP,"-21,7767945","-52,1032636",5688
RUA PRSA MARIA PIA,458,08210040,VILA EMA,SAO PAULO,SP,"-23,5505199","-46,6333094",5690
RUA MARTINS MUNDIM,425,38740016,CENTRO,PATROCINIO,MG,"-18,93847","-46,9951867",5691
RUA PORTUGAL,561,69010150,CENTRO,MANAUS,AM,"-3,1182783","-59,9906089",5693
RUA JOAO PINTO,30,88010420,CENTRO,FLORIANOPOLIS,SC,"-27,5986154","-48,5500617",5695
RUA TEOFILO OTONI,100,44050776,QUEIMADINHA,FEIRA DE SANTANA,BA,"-12,2354","-38,9526661",5697
RUA PROJETADA,24,28940603,RUA DO FOGO,SAO PEDRO DA ALDEIA,RJ,"-22,8479445","-42,0991629",5699
RUA JONAS JOSE DA SILVA,28,57120000,CENTRO,SATUBA,AL,"-9,5723058","-35,8241769",5701
RUA SENADOR CORREIA,33,22231180,LARANJEIRAS,RIO DE JANEIRO,RJ,"-22,9343801","-43,1802026",5703
RUA 12,,76300000,RESIDENCIAL AGUAS DO VALE,CERES,GO,"-15,3136199","-49,6032687",5705
RUA J DOURADO,514,62840970,CENTRO,BEBERIBE,CE,"-4,1819401","-38,1302838",5706
RUA DUQUE DE CAXIAS,690,90010280,CENTRO HISTORICO,PORTO ALEGRE,RS,"-30,0336992","-51,2343947",5708
RUA URUGUAI E,140,89801570,CENTRO,CHAPECO,SC,"-27,1111691","-52,6286731",5710
RUA RIACHUELO,97,11010020,CENTRO,SANTOS,SP,"-23,9359442","-46,3294521",5712
RUA DOS GUSMOES,395,01212001,SANTA EFIGENIA,SAO PAULO,SP,"-23,5376152","-46,6400206",5713
RUA DAS FLORES,433,89245000,ITINGA,ARAQUARI,SC,"-26,3703229","-48,7232105",5715
AVENIDA RIO DOCE,957,35020500,ILHA DOS ARAUJOS,GOVERNADOR VALADARES,MG,"-18,8683923","-41,9485541",5717
AVENIDA CARLOS GOMES,403,90480003,AUXILIADORA,PORTO ALEGRE,RS,"-30,0254236","-51,1831659",5719
1A RUA NOEL ROSA,635,83750000,BAIXO DA LAPA,LAPA,PR,"-25,76238","-49,7090173",5721
RUA ANTURIOS,94,98280000,JARDIM PARAGUAI,PANAMBI,RS,"-28,3096048","-53,516435",5723
RUA MAX RUI DE SOUZA,408,89230400,ADHEMAR GARCIA,JOINVILLE,SC,"-26,3258761","-48,8029577",5725
AVENIDA CASTELO BRANCO,SN,77365000,CENTRO,PALMEIROPOLIS,TO,"-13,0445539","-48,4026206",5727
RUA GERSONI NAPOLI,118,11900000,CENTRO,REGISTRO,SP,"-24,491698","-47,8435768",5729
,,,,,,"-1,2983288","-47,9171616",5730
RUA CIDREIRA,358,95660000,SANDER,TRES COROAS,RS,"-29,4921042","-50,7825249",5731
RUA LEOPOLDO RHEINHEIMER,45,98338000,CENTRO,NOVO BARREIRO,RS,"-27,908187","-53,1108086",5733
AVENIDA GOVERNADOR THEOBALDO BARBOSA,655A,57015852,VERGEL DO LAGO,MACEIO,AL,"-9,6592372","-35,7610555",5735
